tender_id,name_of_work,customer,inserted_time,Status,Stage,inserted_user_id
2024_SNMCJ_431211_1,03(2024-25) Item No. 03 Supply and Installation Of CCTV Cameras,"Dr. S.N.Medical College, Jodhpur||Principal-and-Controller||Superintendent- M.D.M. Hospital",20-11-2024 01:05:30,,FOR UPDATE,Eproc Rajasthan GOV BOT
2024_RJPOL_430089_3,CAMERA FINDER,RAJASTHAN POLICE - DGP||ADGP-INTELLIGENCE||DIGP,20-11-2024 01:05:48,,FOR UPDATE,Eproc Rajasthan GOV BOT
2024_DIPR_430015_1,Providing Services of Live Streaming of State Government Events With Multi Camera Setup,Department of Information and Public Relations||Secretary||Director||Addtional Director Admin,20-11-2024 01:06:12,,FOR UPDATE,Eproc Rajasthan GOV BOT
2024_RRVUN_429256_1,"Supply and ETC of CCTV surveillance system at various locatons of SSTPS, Suratgarh with 2 years CAMC","RRVUN - CMD||RVUN - CE (SSTPS), Suratgarh",20-11-2024 01:06:36,,FOR UPDATE,Eproc Rajasthan GOV BOT
2024_SNMCJ_430975_1,CCTV,"Dr. S.N.Medical College, Jodhpur",20-11-2024 01:12:55,,FOR UPDATE,Eproc Rajasthan GOV BOT
2024_RSRDC_428524_1,"SITC of Misc. work of LAN, CCTV, IPBAX, Public Address System, Fire Detection and Glow Sign Board in New OPD at MDM Hospital, Jodhpur",RSRDCC-GM,20-11-2024 01:14:07,,FOR UPDATE,Eproc Rajasthan GOV BOT
2024_MEDIC_430367_9,SITC of CCTV Surveillance System work for construction of Sub District Hospital at Anta.,Medical and Health||Chief Engineer,20-11-2024 01:13:31,,rejected,Eproc Rajasthan GOV BOT
2024_MEDIC_430367_4,SITC of CCTV Surveillance System work for construction of Sub District Hospital at Atru.,Medical and Health||Chief Engineer,20-11-2024 01:13:49,,rejected,Eproc Rajasthan GOV BOT
2024_MEDIC_431592_1,"SITC of Access Control, CCTV work in BPHU , BPHL at Sujangarh, Mandawa, Mukungarh and Pilani District Jhunjhunu.",Medical and Health||Director (F.W.) Medical Health and Family Welfare Services,20-11-2024 01:38:36,,pre_approved,Eproc Rajasthan GOV BOT
2024_MEDIC_431491_2,SITC of Access Control CCTV and UPS Work at BPHU and BPHL at CHC Padampur District Sriganganagar,Medical and Health||Chief Engineer,20-11-2024 01:12:37,,pre_approved,Eproc Rajasthan GOV BOT
2024_MEDIC_431592_3,SITC of IP Based CCTV System at MCH Neem Ka Thana District Neem Ka Thana.,Medical and Health||Director (F.W.) Medical Health and Family Welfare Services,20-11-2024 01:11:02,Open,rejected,Eproc Rajasthan GOV BOT
2024_MES_683191_1,REPAIR REPLACEMENT OF DEFECTIVE SPARE AND COMPREHENSIVE MAINTENANCE OF ELECTRIC POWER FENCING DG SET AND CCTV CAMERA INSTALLED AT DCN PALAM UNDER GE(U) PM DELHI CANTT-10,E-IN-C BRANCH - MILITARY ENGINEER SERVICES||CE WC and CE DELHI ZONE-MES||CWE (U) DELHI CANTT-MES||GE(U) P and M DELHI CNATT-MES,20-11-2024 01:45:08,,rejected,Defproc Nicgep BOT
2024_RNTMC_431050_1,"CAMC for network and surveillance infrastructure (LAN, CCTV and Wi-Fi System)","RNT Medical College, Udaipur||Principal and Controller.||Supdt. and Member, Super Speciality Hospital",20-11-2024 01:44:25,,pre_approved,Eproc Rajasthan GOV BOT
2024_DLB_428911_1,sewer Network O AND M Work 2024-25,DLB||Dy.DR-Jaipur||Commissioner-Dholpur,20-11-2024 01:59:50,,direct_rejected,Eproc Rajasthan GOV BOT
2024_PWD_264802_1,"Supplying, Installation, Testing and Commissioning of 500 Nos. Full HD Smart, WI-FI CCTV Home Security Cameras at Various Locations in Kasturba Nagar, AC-42 under MLALAD Fund",Public Works Department||CE/SE/M4-M45||EE/M452,20-11-2024 02:45:45,,pre_approved,DelhiTenders GOV NICGEP BOT
2024_PRD_431300_1,Gram Panchayat Bajhera Kalan ke Nirman kary in MG Nrega and other Yojna,Panchayati Raj Department||Secretary and Commissioner||CEO-BHARATPUR||BDO-BAIR,20-11-2024 01:41:19,,rejected,Eproc Rajasthan GOV BOT
2024_DLB_431136_1,"Nagar nigam Bhilwara dwara nigam kshetra me animal birth control sanchalan karya aawara swano (nar/mada) ko pakdne, bandhyakaran karne evm rabies tikakaran kar punh nirdharit sthal par chhodne ka karya",DLB||Dy.DR-Ajmer||Commissioner-Bhilwara,20-11-2024 01:43:38,,rejected,Eproc Rajasthan GOV BOT
2024_CEPWD_430843_1,Construction of Bridge on Ujjar River from Moikalan to Deru Mata Jolpa in District Kota,PWD - CE AND AS||ACE - KOTA||SE-KOTA||EE-SANGOD,20-11-2024 01:45:37,,rejected,Eproc Rajasthan GOV BOT
2024_MES_684418_1,"COMPREHENSIVE MAINTENANCE OF STANDBY DG SET, AMF PANELS AND OTHER ALLIED ACCESSORIES AT AFS AND REPAIR / REPLACEMENT AND MAINT TO STREET LIGHT FITTINGS (INCLUDING LED FITTINGS), GARDEN LIGHTS, POST TOP LANTERNS AND ALLIED WORKS AT VARIOUS LOCATIONS A",E-IN-C BRANCH - MILITARY ENGINEER SERVICES||CE EC AND CE (AF) SHILLONG - MES||CWE (AF) JORHAT - MES||GE (AF) JORHAT - MES,20-11-2024 01:47:14,,rejected,Defproc Nicgep BOT
2024_PHCJA_430412_9,TENDER FOR PROVIDING WATER SUPPLY FACILTIY AT VILLAGE HERAL KALLAN GP MEWADO KA MATH BLOCK KOTRA DISTT UDAIPUR INCLUDING ONE YEAR DLP UNDER JJM,"PHED-Chief Engineer(HQ),Jaipur||ACE Region Udaipur||SE Cr.Udaipur",20-11-2024 01:47:29,,rejected,Eproc Rajasthan GOV BOT
2024_PHCJA_430412_6,TENDER FOR PROVIDING WATER SUPPLY FACILTIY AT VILLAGE SAI KALAN GP KYARI BLOCK KOTRA DISTT UDAIPUR INCLUDING ONE YEAR DLP UNDER JJM,"PHED-Chief Engineer(HQ),Jaipur||ACE Region Udaipur||SE Cr.Udaipur",20-11-2024 01:47:52,,rejected,Eproc Rajasthan GOV BOT
2024_MES_684257_1,SPECIAL REPAIR TO ROAD FROM POLE NO-6 TO POLE NO-14 NEAR MLR AT GRRC LANSDOWNE,E-IN-C BRANCH - MILITARY ENGINEER SERVICES||CE CC AND CE BAREILLY ZONE - MES||CWE HILLS DEHRADUN - MES,20-11-2024 01:48:06,,rejected,Defproc Nicgep BOT
2024_UITUD_430361_2,"Construction of Master Plan 60-feet Road from NH-8 to Bio-Diversity Park, Amberi. (4302)",UIT Udaipur||S.E.,20-11-2024 01:48:11,,rejected,Eproc Rajasthan GOV BOT
2024_MES_684176_1,"REPAIR/MAINT OF FIRE FIGHTING SYSTEM, FOUNTAIN, POST TOP LANTERN AND OTHER ALLIED WORKS AT ITARANA CANTT UNDER GE ALWAR",E-IN-C BRANCH - MILITARY ENGINEER SERVICES||CE SWC AND CE JAIPUR JAIPUR - MES||CWE HISAR - MES||GE ALWAR - MES,20-11-2024 01:48:39,,rejected,Defproc Nicgep BOT
2024_DCSW_430099_1,"Providing Consultancy Services for Land Acquisition including Section 12 to 38 as per Right to Fair Compensation, Transparency in Land Acquisition, Reh. and Resettlement Act (RFCTLARR) 2013 in Connection (PHED) Israda-Dausa Water Supply Project",DISTRICT COLLECTOR SAWAI MADHOPUR||COLLECTOR||SDO BONLI||TEHSILDAR BONLI,20-11-2024 01:48:44,,rejected,Eproc Rajasthan GOV BOT
2024_BRO_684139_1,"CARRYING OUT SUB SOIL INVESTIGATION (SSI), FOR PROTECTIVE WORKS FOR STABILIZATION OF LAND AT OPPOSITE TO CGDA GUEST HOUSE ON CGDHQ-14,PORT BLAIR AT SOUTH ANDMAN UNDER 46 BR(I)TF PROJECT PUSHPAK IN ANDMAN AND NICOBAR ISLAND(2nd Call)",Dte General Border Roads Organisation||HQ CE(P) Phuspak(Aizawal) - BRO,20-11-2024 01:49:03,,rejected,Defproc Nicgep BOT
2024_MES_684075_1,PERIODICAL SERVICES AND MISC WORKS AT MOUZA DALAN AREA AT MIL STN KATIHAR UNDER AGE (I) KATIHAR,E-IN-C BRANCH - MILITARY ENGINEER SERVICES||CE EC AND CE SILIGURI ZONE - MES||CWE BENGDUBI - MES,20-11-2024 01:49:42,,rejected,Defproc Nicgep BOT
2024_WRDAS_429369_1,Construction of Drain in Rehabilitation colony Akawad Kalan Under Parwan Major Multipurpose Irrigation Project Tehsil khanpur Dist. Jhalawar,WRD - CE AND AS||CE - WR Zone Kota||SE - WR Kalisindh Circle Jhalawar||EE - Kalisindh Irrigation Proj. Div. Jhalawar,20-11-2024 01:49:52,,rejected,Eproc Rajasthan GOV BOT
GEM_2024_B_5605116,"Video Recorder for CCTV System (V2),Video Recorder for CCTV System (V2),Video Recorder for CCTV Sys",Rural Development Department Gujarat,20-11-2024 05:03:23,,FOR UPDATE,GEM BOT
GEM_2024_B_5608998,Customized AMC/CMC for Pre-owned Products - Audio Video CCTV Equipments; SAMSUNG  SONY BOSCH SHURE ,Ministry of Civil Aviation Airports Authority of India (AAI),20-11-2024 05:03:39,,FOR UPDATE,GEM BOT
GEM_2024_B_5491308,CCTV surveilance system with wireless monitoring station,Ministry of Defence Department of Defence,20-11-2024 05:03:49,,FOR UPDATE,GEM BOT
GEM_2024_B_5620405,Video Recorder for CCTV System (V2),Panchayats and Rural Housing Department Gujarat,20-11-2024 05:03:57,,FOR UPDATE,GEM BOT
GEM_2024_B_5621891,AMC of Integrated Security and Surveillance System - Health Monitoring Solution for CCTV System; Co,Ministry of Education Department of Higher Education,20-11-2024 05:04:08,,FOR UPDATE,GEM BOT
GEM_2024_B_5593410,Custom Bid for Services - RENEWAL AND REPLACEMENT OF CCTV SURVELILLANCE SYSTEM FOR SUBSTATION 3 AT ,Ministry of Defence Department of Military Affairs,20-11-2024 05:04:19,,FOR UPDATE,GEM BOT
2024_SIDCG_18367_1,"Providing house sewer connections departmentally to Apartments and Individual Houses to sewer network in left out areas at Comba, Malbhat and surrounding areas in Margao Constituency.",SEWERAGE AND INFRASTRUCTURAL DEVELOPMENT CORPORATION OF GOA LTD||TECHNICAL,20-11-2024 05:00:30,,rejected,GoaTenders GOV NICGEP BOT
GEM_2024_B_5596457,Network Attached Storage (NAS) Device,Ministry of Mines NA,20-11-2024 05:05:07,,FOR UPDATE,GEM BOT
GEM_2024_B_5618926,"L3 Network Switches 24 Ports-2, Server Rack-2, EDR License-100 & Windows Server 2022 Standard-4 Nos",Ministry of Home Affairs Central Police Organisation,20-11-2024 05:05:33,,FOR UPDATE,GEM BOT
GEM_2024_B_5451781,Development of AI Based Surveillance and Detection Software,Ministry of Defence Department of Military Affairs,20-11-2024 05:05:51,,FOR UPDATE,GEM BOT
GEM_2024_B_5502724,"IP Bullet camera,2 MP IP PTZ 16X ZOOM camera,8 CH NVR,HDD 10 TB Surveillance Hard Drive,Rack 6 U Lo",Ministry of Power POWER GRID Corporation OF INDIA Limited,20-11-2024 05:06:19,,FOR UPDATE,GEM BOT
2024_BEL_96067_1,PROCURMENT OF NETWORK ANALYZER,Bharat Electronics Limited||Bangalore Unit - BEL||CMS - BEL||Purchase-CMS - BEL,20-11-2024 06:00:40,,rejected,Eprocurebel Nicgep BOT
2024_EB_501987_1,CCTV network cameras and accessories for surveillance system,TNEB Limited||TANGEDCO||CE-GTS - TANGEDCO||SE-Valuthur Gas Turbine Power Stations,20-11-2024 10:57:18,,FOR UPDATE,Tntenders GOV NIC BOT
2024_TNHB_502428_1,"Supply and Installation of CCTV Cameras for the Construction of 6877 EWS Flats Stilt plus13 floors, Group-1to6, Block No. 8, T.S.No. 2 pt, Old SF No. 29-2 pt, 3pt, 4pt at Ernavoor Village, Thiruvottriyur Taluk, Chennai District",Tamil Nadu Housing Board||Project Circle (City),20-11-2024 10:56:14,New-Corrigendum,rejected,Tntenders GOV NIC BOT
2024_MAWS_501992_1,"Supply and Fixing of CCTV Camera at Ramalingam street OHT,Ambedkar colony OHT,Pennagaram road OHT,Sandaipettai OHT,Weavers colony OHT in Dharmapuri Municipality",MAWS||Krishnagiri Municipality,20-11-2024 10:57:36,,FOR UPDATE,Tntenders GOV NIC BOT
2024_MAWS_500938_3,TCMC - Supply and Fixing Closed Camera at Ward No.16 in Tambaram City Municipal Corporation Zone II,MAWS||Tambaram Municipality,20-11-2024 10:57:54,,FOR UPDATE,Tntenders GOV NIC BOT
2024_MAWS_500938_5,TCMC - Supply and Fixing Closed Camera at Ward No.21 in Tambaram City Municipal Corporation Zone II,MAWS||Tambaram Municipality,20-11-2024 10:58:12,,FOR UPDATE,Tntenders GOV NIC BOT
2024_MAWS_500938_4,TCMC - Supply and Fixing Closed Camera at Ward No.17 in Tambaram City Municipal Corporation Zone II,MAWS||Tambaram Municipality,20-11-2024 10:58:31,,FOR UPDATE,Tntenders GOV NIC BOT
2024_MAWS_500938_6,TCMC - Supply and Fixing Closed Camera at Ward No.28 in Tambaram City Municipal Corporation Zone II,MAWS||Tambaram Municipality,20-11-2024 10:58:49,,FOR UPDATE,Tntenders GOV NIC BOT
2024_MAWS_500390_3,MLA FUND 2023-24 - Providing CCTV Camera Arrangements at Van Stand in Kadayanallur Municipality,MAWS||Sengottai Municipality,20-11-2024 10:59:45,,rejected,Tntenders GOV NIC BOT
2024_ELCO_500546_1,"Supply, Installation and Commissioning of Photo Trap Camera, Binocular with related items for Chennai Rivers Restoration Trust CRRT",ELCOT,20-11-2024 10:59:26,,direct_rejected,Tntenders GOV NIC BOT
2024_NRL_833375_1,"SUPPLY OF LAN AND FO SYSTEMS, FIBRE OPTIC (FO) CABLES FOR NUMALIGARH REFINERY EXPANSION PROJECT",Numaligarh Refinery Limited,19-11-2024 23:49:17,,rejected,Centerl GOV BOT
2024_AIMSD_835478_1,Purchase of High End Surgical Loupes with Camera,All India Institute of Medical Science-New Delhi||Store Main Hospital - AIIMS New Delhi,19-11-2024 23:08:24,,rejected,Centerl GOV BOT
2024_AMSRB_834424_1,Supply and Installation of Decahead Research and Teaching Microscope With Camera and Imaging Software,All India Institute of Medical Sciences-Raebareli||Store Department - AIIMS Raebareli,19-11-2024 23:09:01,,rejected,Centerl GOV BOT
2024_DCFMD_16292_1,RFP for Appointment of consultant for Preparation of Detailed Project Report for Modernization Plan of Government Saw Mill along with Developing Tourism Infrastructure and Conserving Heritage part at Chatham Port Blair A and N Islands,Department of Environment and Forests||Office of DCF (Mill Division) Chatam,19-11-2024 22:09:32,,rejected,AndamanTenders GOV NICGEP BOT
2024_APWD_16195_1,"Demolition and disposal of 24 Nos old Type-I quarters bearing No. A-13 to A-16, A-1 to A-12, A-17 to A-20, A-13/A to A-16/A at Police Colony behind PS Aberdeen, Port Blair (without land)",Chief Engineer Andaman Public Works Department (APWD)||EE (PBND - APWD - Port Blair),19-11-2024 22:10:16,,rejected,AndamanTenders GOV NICGEP BOT
2024_APWD_16128_1,"Demolition and disposal of Old Boys Hostel Building at Middle Point, Port Blair (Without land).",Chief Engineer Andaman Public Works Department (APWD)||EE (PBND - APWD - Port Blair),19-11-2024 22:10:34,,rejected,AndamanTenders GOV NICGEP BOT
2024_APWD_16437_1,"Improvement of Water Supply Network at Karmatang under Sub Division No.I, NACD, APWD, Mayabunder.",Chief Engineer Andaman Public Works Department (APWD)||EE (NACD - APWD - Mayabunder),19-11-2024 22:11:51,,rejected,AndamanTenders GOV NICGEP BOT
2024_PHED_40425_1,Shifting of pipeline and water supply scheme at Nawsolia Gaon under Jorhat PHE Division due to acquisition of land for construction of New Terminal Building and approach road for Airport Authority at Jorhat under the programme SOPD-G Assam.,Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED||Guwahati Circle-Guwahati-PHED,19-11-2024 22:48:53,,rejected,assamtenders_gov_tenders
2024_UDD_40405_4,"Construction of Boundary wall including site development of the proposed land allotted for STP of Sapatgram Municipal Board in Ward No.8, Sapatgram under Tied Grant of 15th Finance Commission",Urban Development Department||Directorate of Municipality Administration - UDD||Sapatgram Municipal Board,19-11-2024 22:49:12,,rejected,assamtenders_gov_tenders
2024_DHUA_40352_1,Installation of smart street lighting system with CCMS in lanes bye lanes of Guwahati city (Phase-2),Department of Housing and Urban Affairs||Guwahati Utilities Company Limited,19-11-2024 22:49:52,,rejected,assamtenders_gov_tenders
2024_DoWR_40311_1,Construction of embankment from Hongkram Tini Ali to Hongkram Bazaar on R/B of the river Karbi Langpi in West Karbi Anglong District. Ph-I,Department of Water Resources||Chief Engineer - DoWR,19-11-2024 22:50:32,,rejected,assamtenders_gov_tenders
2024_PWBNH_40256_1,"Construction of Modern Integrated Fish Landing Centre (FLC) at Chunari Village in Goalpara District, Assam under the non-beneficiaries CSS component of PMMSY during 2022-23",Public Works Building and NH Department||Chief Engineer-Building - PWBNH,19-11-2024 22:50:57,,rejected,assamtenders_gov_tenders
2024_GMC_40072_1,"Processing Of MSW Waste And Land Reclamation at Dumpsite (Belortol, Swachata Khetra) and Safe Disposal of Residual Waste.",Guwahati Municipal Corporation,19-11-2024 22:52:54,,rejected,assamtenders_gov_tenders
2024_MoRTH_835483_1,PROTECTIONTREATMENT WORK AT CHRONIC LAND SLID ZONE NH-87EXT (109) CH. 55.400 TO 55.600 KM. NEAR KWARAB BRIDGE VALLEY SIDE (LENGTH 150MTR,Ministry of Road Transport and Highways||P1 Delhi - MoRTH||RO Dehradun - MoRTH||NH Uttarakhand PWD-Haldwani - MoRTH,19-11-2024 23:18:28,,rejected,Centerl GOV BOT
2024_MEDIC_431153_7,Construction work of Block Public Health Unit (BPHU) at CHC Phuliyakalan District Shahpura (Electrical work),Medical and Health||Chief Engineer,20-11-2024 01:42:56,,rejected,Eproc Rajasthan GOV BOT
2024_DOP_835347_1,"Renovation EI work Networking LAN cabling,Computer power and allied electrical works for o/O THE Executive Engineer (Electrical),Postal Electrical Division Kolkata Yogayog Bhawan13th floor ,Kolkata.","Department of Posts||West Bengal Circle,Dept. of Posts||CPMG,WB Circle,Kolkata,POST||EE(Electrical),PED,Kolkata,POST",19-11-2024 23:21:01,,rejected,Centerl GOV BOT
2024_ITBP_835233_1,"Preparation of Master Layout Plan of 4.00 Acre land (Plain as well as undulating patch) (By Total Station),Soil test by SPT, Carrying out Detailed Working drawing, Structural design and providing consultancy services etc. proposed infra. of BOP","DG, Indo-Tibetan Border Police Force||IG, EASTERN FTR,ITBP",19-11-2024 23:21:57,,rejected,Centerl GOV BOT
2024_MoRTH_835173_1,IMPROVEMENT CONSTRUCTION OF EXISTING CL 5 ROAD TO NH INTERMEDIATE LANE SPECIFICATION WITH HARD SHOULDER FROM EXISTING KM 00 000 TO KM 75 991 DESIGN KM 00 000 TO KM 73 830 DESIGN LENGTH 73.830 KM OF NH 505 SUMDO KAZA GRAMPHOO ROAD IN THE STATE OF HP.,Ministry of Road Transport and Highways||P1 Delhi - MoRTH||RO Shimla - MoRTH,19-11-2024 23:23:29,,rejected,Centerl GOV BOT
2024_BSF_834991_1,Construction of surveillance cum OP Shelter G2 in AOR of BOP Hannat 242238N 702523E of 56 Bn NOW 84 Bn BSF under SHQ BSF Gandhinagar,"DG,BSF,MHA||Gujarat FTR(Gujarat),BSF,MHA",19-11-2024 23:24:13,,rejected,Centerl GOV BOT
2024_MoRTH_835144_1,Widening and strengthening of existing 2 lane with paved shoulder to 4 lane with paved shoulder from Km 80/330 (Nuapada) to Km 88/497 of NH-353 (Ghatipada) in the State of Odisha on EPC Mode,Ministry of Road Transport and Highways||P5 Delhi / LWE - MoRTH||RO Bhubaneswar - MoRTH||NH Odisha PWD-Kesinga - MoRTH,19-11-2024 23:24:32,,rejected,Centerl GOV BOT
2024_MoRTH_835117_1,"Prevention of Landslides and Soil erosion by constructing of Breastwall, Gabion wall, Geo Mat Covering the Earthslip portions including Grass Seedling Construction of culvert from Km 66/4-155/8 Selected Stretches of NH 181 Coimbatore Ooty Gu",Ministry of Road Transport and Highways||P7 Delh - MoRTH||RO Chennai - MoRTH||NH Division-Salem - MoRTH,19-11-2024 23:25:24,,rejected,Centerl GOV BOT
2024_MoRTH_835079_1,Consultancy Services for Preparation of feasibility study detailed project report survey and preparation of land plan for widening to two lane with paved shoulder on NH 169A from Km. 30.75 to Km. 51.60 Agumbe Ghat in the State of Karnataka,Ministry of Road Transport and Highways||P6 Delhi - MoRTH||RO Bangalore - MoRTH,19-11-2024 23:25:46,,rejected,Centerl GOV BOT
2024_MoRTH_834988_1,Consultancy Services for preparation of Detailed Project Report for upgradation of existing road to 2 lane with PS for the newly declared NH 702D starting from junction with NH 715 at Jorhat to Assam-Nagaland Border Out Post at Mariani (Length 26 km),Ministry of Road Transport and Highways||NER and SARDP-NE - MoRTH||RO Guwahati - MoRTH,19-11-2024 23:26:46,,rejected,Centerl GOV BOT
2024_ITBP_834942_1,"Disposal of Semi pemanent Residential Building SPT V (Assam type) at 49 Bn, ITBP, Basar, Arunachal Pradesh (Without Land).","DG, Indo-Tibetan Border Police Force||IG, NORTH EASTERN FTR,ITBP",19-11-2024 23:27:05,,rejected,Centerl GOV BOT
2024_DOP_834890_1,"Renovation of Electrical Installation, Earthing, Compound light, LAN network at Banka HPO, Bihar.","Department of Posts||West Bengal Circle,Dept. of Posts||CPMG,WB Circle,Kolkata,POST||EE(Electrical),PED,Kolkata,POST",19-11-2024 23:28:49,,rejected,Centerl GOV BOT
2024_DU_834755_1,"Repair / renovation of flats in Reids Line, rectified seepage problem B-10 and B-09, Reids Line, P/F grap bars at C-51 and 24 Cavalry Lane and Probyn Road, 38/17, 38/15, Gwyer Hall and Polo Ground, University of Delhi",Delhi University||Central Office - DU||Engineering - DU,19-11-2024 23:29:15,,rejected,Centerl GOV BOT
2024_MoRTH_834795_1,Short Term Maintenance of 4 laning from Km 4 800 to 24 600 of Nizamabad Jagdalpur section of NH 63 in the State of Telangana,Ministry of Road Transport and Highways||P7 Delh - MoRTH||RO Hyderabad - MoRTH||Telangana State R and B - MoRTH,19-11-2024 23:29:49,,rejected,Centerl GOV BOT
2024_MoS_834697_2,"ALLOTMENT OF PORT LAND MEASURING 43,560 SFT. NEAR PORT TRUST HIGH SCHOOL, PARADIP (WHICH IS PRESENTLY UNDER OCCUPATION OF SHIKSHA VIKASH SAMITI, ODISHA, BBSR REPRESENTED BY SARASWATI SISHU VIDYAMANDIR) FOR THE PURPOSE FOR RUNNING OF A SCHOOL","Ministry of Shipping||Paradip Port Trust||Administrative Department,PPT",19-11-2024 23:31:36,,rejected,Centerl GOV BOT
2024_MoS_834697_1,"ALLOTMENT OF PORT LAND MEASURING 52,620 SFT. NEAR BUS STAND, BADAPADIA, PARADIP (WHICH IS PRESENTLY UNDER OCCUPATION OF THE REGIONAL DIRECTOR, DAV INSTITUTION) FOR THE PURPOSE FOR RUNNING OF A SCHOOL, AFFILIATED WITH CBSE BOARD","Ministry of Shipping||Paradip Port Trust||Administrative Department,PPT",19-11-2024 23:32:03,,rejected,Centerl GOV BOT
2024_IITR_826814_2,Surveying and Information Collection Services for the Surveying and Information Collection Services for the Preparation of Drainage Plan of Moradabad City,Indian Institute of Technology Roorkee||Material Management - IIT Roorkee,19-11-2024 23:32:44,,rejected,Centerl GOV BOT
2024_MoRTH_834606_1,Project Management Consultancy services for upgradation from 2 Lane with PS to 4 Lane configuration of NH-15 from Ch 381.000 at Gogamukh to Ch 438.000 at Kulajan Tiniali under Dibrugarh NH Division.,Ministry of Road Transport and Highways||NER and SARDP-NE - MoRTH||RO Guwahati - MoRTH,19-11-2024 23:33:03,,rejected,Centerl GOV BOT
2024_MoRTH_834490_1,"Consultancy Service for proof checking, assisting supervision of work, Quality Control of Upgradation and strengthening to 2 lane_PS from km. 95.500 to 129.775 of NH168G Idar-Bhiloda-Samlaji in the state of Gujarat under EPC mode (Length 34.275Km)",Ministry of Road Transport and Highways||P4 Delhi - MoRTH||RO Gandhinagar - MoRTH||NH Division-Ahmedabad - MoRTH,19-11-2024 23:33:48,,rejected,Centerl GOV BOT
2024_FCI_834512_1,"Construction of godowns on Food Corporation of India FCI land on Build, Finance and Maintain basis at FSD Arjuni under Chhattisgarh Region","Food Corporation of India||Regional Office,Chhattisgarh,FCI,MFPD||Storage and Contract Dn,Chhattisgarh,FCI",19-11-2024 23:34:25,,rejected,Centerl GOV BOT
2024_MoRTH_834476_1,"Project Management Consultancy services for upgradation from 2 Lane with PS to 4 Lane configuration of NH-15 from Ch 264.000 at Gohpur to Ch 381.000 at Gogamukh under PWD, Nagaon NH Division.",Ministry of Road Transport and Highways||NER and SARDP-NE - MoRTH||RO Guwahati - MoRTH,19-11-2024 23:35:10,,rejected,Centerl GOV BOT
2024_MoRTH_834310_1,"PMC Services for Preparation of Detailed Project Report, Pre-Construction Activity and Project Supervision of upgradation of existing intermediate lane to 2-lane with paved shoulder of NH 329A from Km 38.00 to Km 83.00 in the State of Nagaland",Ministry of Road Transport and Highways||NER and SARDP-NE - MoRTH||RO Guwahati - MoRTH,19-11-2024 23:35:56,,rejected,Centerl GOV BOT
2024_MoRTH_834312_1,RFP for the work of Improvement and up-gradation to two lane with Paved Shoulder configuration from existing km.7.410 to km. 56.245(design chainage km 0.000 to km.49.235) Hadia Chauraha to Karmaini Ghat section of NH-328 in the State of Uttar Pradesh,Ministry of Road Transport and Highways||P2 Delhi - MoRTH||RO Lucknow - MoRTH,19-11-2024 23:36:31,,rejected,Centerl GOV BOT
2024_MoS_833427_4,"3392-ALLOTMENT OF PORT LAND MEASURING 32,000 SFT. AT BADAPADIA, PARADIP WHICH IS PRESENTLY UNDER OCCUPATION OF MAHIMA NANDA MISHRA FOR THE PURPOSE OF STAR HOTEL FOR A PERIOD OF 05 YEARS ON LEASE BASIS","Ministry of Shipping||Paradip Port Trust||Administrative Department,PPT",19-11-2024 23:47:54,,rejected,Centerl GOV BOT
2024_MoRTH_834154_1,Construction of Flyover at Dhargal from Km. 494.418 to Km. 494.548 on NH-66 for rectification of Blackspot ID No.013 (2016-18 series) in the state of Goa on EPC Mode under Road Safety Annual Plan 2024-25.,Ministry of Road Transport and Highways||P6 Delhi - MoRTH||RO Mumbai - MoRTH||PWD / CE(NH)-Goa - MoRTH,19-11-2024 23:38:01,,rejected,Centerl GOV BOT
2024_ALHW_833371_1,"Maintenance of eastern side jetty handrail, handrail post, lightpost, GI pipe handrails of low landing, fabrication of jetty gate, repair of gangway etc of jetties at Amini",Andaman Lakshadweep Harbour Works||Executive Engineer (Civil)- Kavarath ALHW,19-11-2024 23:42:57,,rejected,Centerl GOV BOT
2024_MoRTH_833525_1,One Time Improvement on Existing Two lane of Nagapattinam Ramanathapuram Tuticorin road NH 32 from Km 284 181 333 043 48.862Km including Construction of three row pipe culverts Construction of six row pipe culverts Rectifications of flood breach,Ministry of Road Transport and Highways||P7 Delh - MoRTH||RO Chennai - MoRTH||NH Division-Thirunelveli - MoRTH,19-11-2024 23:43:23,,rejected,Centerl GOV BOT
2024_MoS_833427_9,"3384-ALLOTMENT OF PORT LAND MEASURING 21,690 SFT. (I.E.10,890 SFT. AND 10,800 SFT.) AT BADAPADIA, PARADIP WHICH IS PRESENTLY UNDER OCCUPATION OF PARADIP PORT WHOLESALE CO-OP.STORE LTD FOR THE PURPOSE OF GODOWN-CUM-COUNTER FOR A PERIOD OF 05 YEARS ON","Ministry of Shipping||Paradip Port Trust||Administrative Department,PPT",19-11-2024 23:43:49,,rejected,Centerl GOV BOT
2024_NCL_321324_1,"Complete repairing of Apron Feeder 45 and 48 LandT make installed at Section I CHP, Jayant Project, NCL",Northern Coalfields Limited||Jayant Project,20-11-2024 00:52:55,,rejected,Coalindiatenders NIC Nicgep BOT
