,BID NO,Items,Quantity,Start Date,End Date,Department Name And Address,new_itm
247,GEM/2025/B/6461391,Video Conferencing Camera / We...,12,2025-07-22 11:22,2025-08-12 12:00,General Administration Department Madhya Pradesh,"Video Conferencing Camera / Web Camera (V2),Television (TV) (V2),All in One PC (V2),Online UPS (V2)"
248,GEM/2025/B/6401936,"Networking / Server Rack,Layer...",2783,2025-07-22 11:59,2025-08-12 12:00,Ministry of Defence Department of Military Affairs,"Networking / Server Rack,Layer 2 Access Switch (V2),Cat 6 Patch Panel (V2),Cat 6 Cable for Indoor U"
249,GEM/2025/B/6371660,"2 MP Dome Camera,8 port PoE Sw...",15559,2025-07-29 12:04,2025-08-12 12:00,Ministry of Defence Department of Military Affairs,"2 MP Dome Camera,8 port PoE Switch,Fiber Box for PoE Switch,6 core OFC cable,Fiber Media Converter,"
250,GEM/2025/B/6480657,"Tender for the Supply, Install...",1,2025-07-22 12:15,2025-08-12 12:00,Ministry of Petroleum and Natural Gas Bharat Petroleum Corporation Ltd,"Tender for the Supply, Installation, and Commissioning of Additional CCTV cameras at Mangalore LPG "
252,GEM/2025/B/6503732,"CCTV WIFI PTZ MINI CAMERA,DVR ...",11,2025-07-28 12:54,2025-08-12 13:00,Ministry of Defence Department of Military Affairs,"CCTV WIFI PTZ MINI CAMERA,DVR POWER ADAPTER,POWER SUPPLY 8 CHENAL,FILE COVER,STEEL SCALE"
253,GEM/2025/B/6526675,HIRING OF CCTV CAMERA FOR 15 D...,52,2025-08-02 12:18,2025-08-12 13:00,Ministry of Defence Department of Military Affairs,"HIRING OF CCTV CAMERA FOR 15 DAYS,HIRING OF LAPTOP FOR 15 DAYS,REPAIRING OF COOLER,DRUM UNIT KYOSER"
254,GEM/2025/B/6437461,Entry and Mid Level Desktop Co...,3140,2025-07-10 14:23,2025-08-12 14:00,General Administration Department Gujarat,"Entry and Mid Level Desktop Computer,Computer Monitor,Multifunction Machine MFM (V2),Aadhaar Enroll"
255,GEM/2025/B/6527299,"Gimbal Roll Motor,Gimbal Dampe...",5,2025-08-02 13:45,2025-08-12 14:00,Ministry of Defence Department of Military Affairs,"Gimbal Roll Motor,Gimbal Dampenor,Antena Base Mount,65W Cable,RGB Camera"
256,GEM/2025/B/6527264,"Bullet camera 4 MP,POE switch,...",9,2025-08-02 13:20,2025-08-12 14:00,Ministry of Defence Department of Military Affairs,"Bullet camera 4 MP,POE switch,NVR 8 channel,PVC junction box,Extention cord"
257,GEM/2025/B/6480174,supply and installation of 24 ...,617,2025-07-22 11:25,2025-08-12 14:00,Ministry of Education Department of Higher Education,"supply and installation of 24 Ports Gigabit PoE Switch,supply and installation of Dome Cameras,16 C"
258,GEM/2025/B/6412393,"5 MP BULLET CCTV CAMERA,8 PORT...",720,2025-07-22 16:59,2025-08-12 14:00,Ministry of Power NA,"5 MP BULLET CCTV CAMERA,8 PORT LAYER 2 NETWORK SWITCH POE,6U RACK,UPS 600 VA,IP BASED NVR 16 CHANNE"
259,GEM/2025/B/6438148,"M9722090100,M9799000001,M97320...",3021,2025-07-15 10:44,2025-08-12 14:00,Ministry of Chemicals and Fertilizers Department of Fertilizers,"M9722090100,M9799000001,M9732011102,M7506850048,M9799000032,M9635050001,M7200900079,M9734010308,M97"
260,GEM/2025/B/6521619,Custom Bid for Services - Char...,4,2025-08-02 14:45,2025-08-12 15:00,Ministry of Petroleum and Natural Gas NA,"Custom Bid for Services - Charges for IRT Services w/o Camera,Custom Bid for Services - Charges for"
261,GEM/2025/B/6417839,"CCTV,NVR,Display 43,Fencing Wi...",6221,2025-08-02 14:44,2025-08-12 15:00,Ministry of Defence Department of Military Affairs,"CCTV,NVR,Display 43,Fencing Wire,Siren 12V,Battery 12V,Fencing Energizer,Solar Pannel,Insulator,Ins"
262,GEM/2025/B/6527539,Custom Bid for Services - Supp...,1,2025-08-02 14:22,2025-08-12 15:00,Ministry of Defence Department of Defence,Custom Bid for Services - Supply & Installation of 5MP Bullet (Night Vision) CCTV Camera within STE
263,GEM/2025/B/6439199,Custom Bid for Services - Supp...,1,2025-07-10 18:02,2025-08-12 15:00,"Ministry of Ports, Shipping and Waterways NA","Custom Bid for Services - Supply, Installation and Commissioning of Radar based Automatic Number Pl"
264,GEM/2025/B/6505829,Digital Fundus Camera (V2),1,2025-07-28 17:54,2025-08-12 15:00,Health and Family Welfare Department Himachal Pradesh,Digital Fundus Camera (V2)
265,GEM/2025/B/6476210,Custom Bid for Services - Rent...,1,2025-07-22 14:59,2025-08-12 15:00,Ministry of Steel Steel Authority of India Limited,Custom Bid for Services - Rental hiring of laser scanning camera for scanning of convertor refracto
266,GEM/2025/B/6378580,Video Conferencing Camera / We...,13,2025-07-22 14:05,2025-08-12 15:00,Department of Space Department of Space,Video Conferencing Camera / Web Camera (V2)
267,GEM/2025/B/6359887,"32 Channel NVR,Camera IP Bulle...",33,2025-07-22 20:59,2025-08-12 15:00,Ministry of Defence Department of Military Affairs,"32 Channel NVR,Camera IP Bullet 2.4 MP with 12v adopter,UTP Cable,Power Board,Keyboard and Mouse,Po"
268,GEM/2025/B/6500070,"Nikon Camera Bty Charger,Nikon...",412,2025-07-26 14:09,2025-08-12 15:00,Ministry of Defence Department of Military Affairs,"Nikon Camera Bty Charger,Nikon Camera Bag,Camera Flash TT 621,Brifcash,Wooden Cutter Repairing,Prin"
269,GEM/2025/B/6527830,Custom Bid for Services - Comp...,1,2025-08-02 15:50,2025-08-12 16:00,Ministry of Consumer Affairs Food and Public Distribution Department of Food and Public Distribution,Custom Bid for Services - Comprehensive  Annual Maintenance Contract for CCTV Surveillance Cameras 
270,GEM/2025/B/6527723,"QC frames,Motors,Stack crossfl...",11,2025-08-02 15:05,2025-08-12 16:00,Ministry of Defence Department of Military Affairs,"QC frames,Motors,Stack crossflight,RCT 12 remote,GPS T100,Battery Charger,Camera skydroid too axis,"
271,GEM/2025/B/6386586,Video Conferencing Camera / We...,3,2025-07-21 15:44,2025-08-12 16:00,PMO Department of Atomic Energy,"Video Conferencing Camera / Web Camera (V2),Speakerphone,Television (TV) (V2)"
272,GEM/2025/B/6352503,"Server software and VMS CCTV,S...",27169,2025-06-23 10:54,2025-08-12 16:00,Ministry of Civil Aviation Airports Authority of India (AAI),"Server software and VMS CCTV,Server ANPR,Storage CCTV,4 MP colour Outdoor IP PTZ Camera,4 MP colour"
273,GEM/2025/B/6527984,"16 Channel NVR,4 port POE Swit...",35,2025-08-02 16:13,2025-08-12 17:00,Ministry of Defence Department of Defence,"16 Channel NVR,4 port POE Switch,4 port POE Switch,8 port POE Switch,Cat 6 Cable,2 MP Camera,2 MP C"
275,GEM/2025/B/6441214,Supply Installations and Commi...,11,2025-07-15 17:00,2025-08-12 17:00,Ministry of Electronics and Information Technology Department of Electronics and Information Technology,"Supply Installations and Commissioning of Dome camera IP based 2 or more megapixels Night vision,Su"
276,GEM/2025/B/6505601,Video Conferencing Camera / We...,242,2025-07-28 17:48,2025-08-12 18:00,Ministry of Home Affairs Department of Home,Video Conferencing Camera / Web Camera (V2)
277,GEM/2025/B/6478568,Video Recorder for CCTV System...,33,2025-07-26 12:57,2025-08-12 18:00,Urban Development & Housing Department Bihar,"Video Recorder for CCTV System (V2),Camera for CCTV System (V3),Camera for CCTV System (V3)"
278,GEM/2025/B/6528524,Drone with EO/IR Camera,1,2025-08-02 18:50,2025-08-12 19:00,Ministry of Defence Department of Military Affairs,Drone with EO/IR Camera
279,GEM/2025/B/6488648,Camera for CCTV System (V3),288,2025-08-01 19:12,2025-08-12 19:00,Urban Development & Housing Department Bihar,Camera for CCTV System (V3)
280,GEM/2025/B/6311669,Pro Laptop Station with Laptop...,6,2025-08-01 18:57,2025-08-12 19:00,Ministry of Defence Department of Military Affairs,"Pro Laptop Station with Laptop power adapter and Equine Anatomy App Including Studio A3,Pro Laptop "
281,GEM/2025/B/6496144,DIY TRAINING AEROMODEL BASIC C...,1,2025-08-01 19:44,2025-08-12 20:00,Ministry of Defence Department of Military Affairs,DIY TRAINING AEROMODEL BASIC COMBO WITH TWO AXIS CAMERA GIMBAL
283,GEM/2025/B/6525288,"Interactive Panels with CPU,Te...",100,2025-08-01 19:28,2025-08-12 20:00,Home Department Odisha,"Interactive Panels with CPU,Television (TV) (V2),Video Conferencing Camera / Web Camera (V2)"
285,GEM/2025/B/6356529,Camera IP Bullet 2.4MP with ad...,4048,2025-07-22 19:17,2025-08-12 20:00,Ministry of Defence Department of Military Affairs,"Camera IP Bullet 2.4MP with adopter 12 Volt,OTE 20 Km,600VA UPS,OFC 6 Core,Display Unit 55 Inch,Two"
286,GEM/2025/B/6528803,Dash camera with 15 mtr cable,15,2025-08-02 20:28,2025-08-12 21:00,Ministry of Defence Department of Military Affairs,Dash camera with 15 mtr cable
287,GEM/2025/B/6528770,"Wooden Cutter,ECG Machine,Tele...",35,2025-08-02 20:12,2025-08-12 21:00,Ministry of Defence Department of Military Affairs,"Wooden Cutter,ECG Machine,Telephone,Telephone,Hanging Lamp,Bed Side lamp,Gun data board 4ft x 3ft,D"
288,GEM/2025/B/6489665,LOCAL PURCHASE OF CCTV ACCESOR...,8,2025-07-24 10:14,2025-08-13 09:00,Ministry of Defence Department of Defence,"LOCAL PURCHASE OF CCTV ACCESORIES- JOYSTICK,LOCAL PURCHASE OF WIPER ASSEMBLY FOR CCTV CAMERA,LOCAL "
289,GEM/2025/B/6338752,"4MP IP Camera,CCTV Box,Supply ...",313,2025-08-08 14:00,2025-08-13 09:00,Ministry of Defence Department of Military Affairs,"4MP IP Camera,CCTV Box,Supply Board,Adapter,UPS 0.5 KVA,Media Converter with Accessories,Boom Barri"
290,GEM/2025/B/6527419,Camera for CCTV System (V3),47,2025-08-02 21:04,2025-08-13 10:00,Panchayats and Rural Housing Department Gujarat,Camera for CCTV System (V3)
291,GEM/2025/B/6336932,PTZ Camera incl along with all...,33,2025-07-23 21:44,2025-08-13 10:00,Ministry of Defence Department of Military Affairs,"PTZ Camera incl along with all related accessories,Bullet Camera incl along with all related access"
292,GEM/2025/B/6527376,Camera for CCTV System (V3),50,2025-08-02 21:12,2025-08-13 11:00,Panchayats and Rural Housing Department Gujarat,Camera for CCTV System (V3)
293,GEM/2025/B/6476319,AMC of Integrated Security and...,1,2025-07-23 11:06,2025-08-13 11:00,Ministry of Science and Technology Department of Scientific and Industrial Research (DSIR),"AMC of Integrated Security and Surveillance System - CAMC FOR CCTV (45 CAMERAS, NVR, HDD, NETWORK S"
294,GEM/2025/B/6401094,DRIVER FATIGUE MONITORING SYST...,20,2025-07-23 10:06,2025-08-13 11:00,Ministry of Coal COAL INDIA LIMITED,"DRIVER FATIGUE MONITORING SYSTEM,REAR VIEW CAMERA WITH 24 HR RECORDING"
295,GEM/2025/B/6288175,CAMC of 128 Channel Enterprise...,811,2025-07-23 15:33,2025-08-13 11:00,Ministry of Defence Department of Military Affairs,"CAMC of 128 Channel Enterprise Range Server Grade NVR,CAMC of 5MP Motorized Varifocal IR Bullet Cam"
296,GEM/2025/B/6448587,Digital camera,12,2025-07-22 14:22,2025-08-13 11:00,PMO Department of Atomic Energy,Digital camera
297,GEM/2025/B/6404453,Repairing IR Intrusion Detecti...,16880,2025-07-29 21:54,2025-08-13 11:00,Ministry of Defence Department of Military Affairs,"Repairing IR Intrusion Detection Quard System,Repairing of Power Supply 12 Volt,Repairing of5 MP IP"
298,GEM/2025/B/6387028,"IP Bulllet Camera 2 MP CCTV,IP...",7203,2025-07-29 22:00,2025-08-13 11:00,Ministry of Defence Department of Military Affairs,"IP Bulllet Camera 2 MP CCTV,IP Speed Dome PTZ 2 MP,Wireless CCTV Resolution,HD 32 Channel NVR,HD16 "
299,GEM/2025/B/6301556,"NVR 32 Channel,CCTV Camera 6 M...",17298,2025-07-16 10:44,2025-08-13 11:00,Ministry of Defence Department of Military Affairs,"NVR 32 Channel,CCTV Camera 6 MP,CAT 6 Cable 305 mtrs,RJ 45 Connector,CCTV Box,POE Switch 4 Port,POE"
300,GEM/2025/B/6488263,"Camera for CCTV System (V3),Vi...",50,2025-07-29 11:26,2025-08-13 12:00,Panchayats and Rural Housing Department Gujarat,"Camera for CCTV System (V3),Video Recorder for CCTV System (V2)"
301,GEM/2025/B/6488061,"Camera for CCTV System (V3),Vi...",21,2025-07-29 11:24,2025-08-13 12:00,Panchayats and Rural Housing Department Gujarat,"Camera for CCTV System (V3),Video Recorder for CCTV System (V2)"
302,GEM/2025/B/6508027,Nano Drone with Electro Optica...,70,2025-07-29 21:10,2025-08-13 13:00,Ministry of Defence Department of Military Affairs,"Nano Drone with Electro Optical Camera,Nano Drone with IR Camera,Battery,Battery Charger,Ground Con"
303,GEM/2025/B/6413236,"PTZ Camera,Bullet Camera,Dome ...",593,2025-07-23 12:52,2025-08-13 13:00,Ministry of Defence Department of Military Affairs,"PTZ Camera,Bullet Camera,Dome camera,NVR 8 Ch with 2TB,PoE L2 Managed Switch 8 PORT,Pc with monitor"
304,GEM/2025/B/6377335,Thermal camera with accessorie...,1,2025-07-23 12:28,2025-08-13 13:00,Ministry of Defence Department of Defence Research & Development,Thermal camera with accessories
305,GEM/2025/B/6364734,ALL IN ONE INTEGRATED HD CAMER...,1,2025-07-23 12:32,2025-08-13 13:00,Ministry of Defence Department of Military Affairs,ALL IN ONE INTEGRATED HD CAMERA SYSTEM
306,GEM/2025/B/6453714,"Chair,Almirah,Table,Induction ...",556,2025-07-15 13:03,2025-08-13 13:00,Ministry of Social Justice and Empowerment Department of Empowerment of Persons with Disabilities,"Chair,Almirah,Table,Induction chullah,Basin,Weight machine,Foot step,Patient trolly,Fan,UPS,Compute"
308,GEM/2025/B/6457664,"SUPPLY, INSTALLATION TESTING, ...",54,2025-07-16 16:58,2025-08-13 14:00,Ministry of Micro Small and Medium Enterprises Ministry of Micro Small and Medium Enterprises,"SUPPLY, INSTALLATION TESTING, COMMISSIONING & MAINTENANCE OF CCTV SURVEILLANCE CAMERA SYSTEM"
309,GEM/2025/B/6486687,"8MP IP camera color audio,CP p...",102,2025-07-23 14:20,2025-08-13 15:00,Ministry of Education Department of School Education and Literacy,"8MP IP camera color audio,CP plus camera 2MP IP camera Dome,WD 8TB HDD,CP plus 305mtr cable bundle,"
310,GEM/2025/B/6485747,AMC of Integrated Security and...,1,2025-07-23 12:31,2025-08-13 15:00,Ministry of Science and Technology Department of Scientific and Industrial Research (DSIR),"AMC of Integrated Security and Surveillance System - Health Monitoring Solution for CCTV System, CC"
311,GEM/2025/B/6485465,65 inch Professional 4k UHD Di...,28,2025-07-23 14:20,2025-08-13 15:00,Ministry of Electronics and Information Technology Department of Electronics and Information Technology,"65 inch Professional 4k UHD Display,Heavy Duty Movable trolley for 65 inch Display with shelf for t"
312,GEM/2025/B/6458156,Video Conferencing Camera / We...,3,2025-07-16 12:32,2025-08-13 15:00,"Shipping & Ports Department, Andaman & Nicobar","Video Conferencing Camera / Web Camera (V2),Wired Microphone,HDMI Cable"
313,GEM/2025/B/6489204,"500GB HDD,P2P Radio,20 inch Le...",51,2025-07-27 14:36,2025-08-13 15:00,Ministry of Defence Department of Military Affairs,"500GB HDD,P2P Radio,20 inch Led Display,12Volt Adaptor,2.4 mp Bullet camera,Tape role"
314,GEM/2025/B/6282581,Trinocular Compound phase cont...,1,2025-06-04 15:25,2025-08-13 15:00,Ministry of Health and Family Welfare Department of Health and Family Welfare,"Trinocular Compound phase contrast Microscope with camera, image system"
316,GEM/2025/B/6487761,Camera for CCTV System (V3),8,2025-07-23 17:56,2025-08-13 16:00,Ministry of Civil Aviation Airports Authority of India (AAI),Camera for CCTV System (V3)
317,GEM/2025/B/6480676,"CCTV CAMERA,Security Light Wit...",526,2025-08-02 19:02,2025-08-13 19:00,Ministry of Defence Department of Military Affairs,"CCTV CAMERA,Security Light WithIron Pole,Hybrid Security Fence"
318,GEM/2025/B/6528510,Camera for CCTV System (V3),18,2025-08-02 18:46,2025-08-13 19:00,Panchayats and Rural Housing Department Gujarat,Camera for CCTV System (V3)
319,GEM/2025/B/6529500,"Hexacopter Frame,Holybro Pixha...",40,2025-08-03 18:56,2025-08-13 19:00,Ministry of Defence Department of Military Affairs,"Hexacopter Frame,Holybro Pixhawk combo kit,Hobbywing Xrotor ESC with Banana Connector,T Motor,Pro R"
320,GEM/2025/B/6529500,"Hexacopter Frame,Holybro Pixha...",40,2025-08-03 18:56,2025-08-13 19:00,Ministry of Defence Department of Military Affairs,"Hexacopter Frame,Holybro Pixhawk combo kit,Hobbywing Xrotor ESC with Banana Connector,T Motor,Pro R"
321,GEM/2025/B/6483240,Video Conferencing Camera / We...,32,2025-07-22 18:30,2025-08-13 19:00,Revenue Department Madhya Pradesh,"Video Conferencing Camera / Web Camera (V2),All in One PC (V2),Online UPS (V2),Television (TV) (V2)"
322,GEM/2025/B/6529524,"Hexacopter Frame,Holybro Pixha...",40,2025-08-03 19:10,2025-08-13 20:00,Ministry of Defence Department of Military Affairs,"Hexacopter Frame,Holybro Pixhawk combo kit,Hobbywing Xrotor ESC with Banana Connector,T Motor,Pro R"
323,GEM/2025/B/6479286,"Dome Camera,Bullet Camera,NVR,...",85,2025-08-01 19:29,2025-08-13 20:00,Ministry of Defence Department of Military Affairs,"Dome Camera,Bullet Camera,NVR,POE Switch,HDD,Rack,Clipper,Box,Cable,Television,Casing,Wiring and in"
324,GEM/2025/B/6493032,"cement,Steel,Sand,Aggregate,Ir...",7983,2025-08-03 19:10,2025-08-13 20:00,Ministry of Defence Department of Military Affairs,"cement,Steel,Sand,Aggregate,Iron Window Four by four feet with installation,Iron Door and gate six "
325,GEM/2025/B/6294346,Close circuit camera with acce...,7475,2025-07-23 19:35,2025-08-13 20:00,Ministry of Defence Department of Military Affairs,"Close circuit camera with accessories and installation,Supply and Installation of 32 channel NVR wi"
326,GEM/2025/B/6487160,Arduino compatible Analog Soun...,123,2025-07-23 19:29,2025-08-13 21:00,Ministry of Education Department of Higher Education,"Arduino compatible Analog Sound Level Meter, connection cable with ardino, breadboard, jumper wires"
327,GEM/2025/B/6502236,Kenwood Base Stn TK 7360H 50 W...,22,2025-07-27 20:15,2025-08-13 21:00,Ministry of Defence Department of Defence,"Kenwood Base Stn TK 7360H 50 Watt,HDMI Cable 10 Mtr,305M Cat 6 UTP Cable,Tataplay Setup Box,Coaxibl"
328,GEM/2025/B/6529411,Repair and Overhauling Service...,12,2025-08-03 17:29,2025-08-14 09:00,Ministry of Defence Department of Military Affairs,Repair and Overhauling Service - Repair and Calibration of Breathe Alcohol Analyser; Repair and Cal
329,GEM/2025/B/6408805,"Interactive Panels with CPU,Sp...",12,2025-07-05 13:59,2025-08-14 09:00,Ministry of Statistics and Programme Implementation National Sample Survey Office (NSSO),"Interactive Panels with CPU,Speakerphone,Video Conferencing Camera / Web Camera (V2)"
330,GEM/2025/B/6452753,Action Camera,2,2025-07-15 13:04,2025-08-14 09:00,Ministry of Defence Department of Military Affairs,Action Camera
331,GEM/2025/B/6352476,32 Channel Network Video Recor...,4939,2025-07-25 09:15,2025-08-14 09:00,Ministry of Defence Department of Military Affairs,"32 Channel Network Video Recorder,4 MP PTZ Camera with 32x optical zoom,4 MP IP Dome Camera with Mi"
332,GEM/2025/B/6403193,Camera IP 4 MP with Colour CP ...,369,2025-08-02 10:43,2025-08-14 10:00,Ministry of Defence Department of Military Affairs,"Camera IP 4 MP with Colour CP Plus,CP Plus 32 CHN NVR,CP Plus 16 CHN NVR,CP Plus POE Switch GIGA,CP"
333,GEM/2025/B/6414655,Large format Array Uncooled Ra...,1,2025-07-24 09:07,2025-08-14 10:00,Ministry of Defence Department of Defence Research & Development,Large format Array Uncooled Radiometric Thermal Camera
334,GEM/2025/B/6370724,"Digital Podium,OPS for Podium,...",22,2025-07-24 09:31,2025-08-14 10:00,Ministry of Defence Department of Military Affairs,"Digital Podium,OPS for Podium,USB Based Speaker Phone,Amplifier,Wall Mounted Spekerphone,HDMI,Cabli"
335,GEM/2025/B/6529926,PROCUREMETN AND INSTALLATION O...,1,2025-08-04 09:20,2025-08-14 10:00,Ministry of Defence Department of Military Affairs,PROCUREMETN AND INSTALLATION OF CCTV IP CAMERA SYSTEM
336,GEM/2024/B/5322333,Procurement of PTZ Cameras alo...,2,2024-09-12 10:54,2025-08-14 11:00,Ministry of Power POWER GRID Corporation OF INDIA Limited,Procurement of PTZ Cameras along with accessories for Namsai Sub-Station
337,GEM/2025/B/6438236,High Definition Video Scope wi...,2,2025-07-23 14:34,2025-08-14 11:00,PMO Department of Atomic Energy,High Definition Video Scope with detachable camera and accessories
338,GEM/2025/B/6478419,"4K Video Conference Camera,Amp...",144,2025-07-24 10:23,2025-08-14 11:00,Ministry of Electronics and Information Technology Department of Electronics and Information Technology,"4K Video Conference Camera,Amplifier for celling speaker and wall speaker,Boundary layer,Capture ca"
339,GEM/2025/B/6530226,"Dashboard Camera,Washing Machi...",67,2025-08-04 10:39,2025-08-14 11:00,Ministry of Defence Department of Military Affairs,"Dashboard Camera,Washing Machine 11.5 Kgs,Washing machine 8 Kgs,Renold Refill,Borosil Glass,Compute"
340,GEM/2025/B/6529682,1.2V AA 1300 mAh Battery Recha...,84,2025-08-03 22:12,2025-08-14 11:00,Ministry of Defence Department of Military Affairs,"1.2V AA 1300 mAh Battery Rechargeable Trail Camera,3.7V 2200 mAh Battery Rechargeable Sight,1.2V 3 "
341,GEM/2025/B/6507808,Video Recorder for CCTV System...,104,2025-07-30 11:28,2025-08-14 12:00,Panchayats and Rural Housing Department Gujarat,"Video Recorder for CCTV System (V2),Video Recorder for CCTV System (V2),Camera for CCTV System (V3)"
342,GEM/2025/B/6530802,"Scanner with Camera, Convert t...",1,2025-08-04 11:47,2025-08-14 12:00,Ministry of Defence Department of Military Affairs,"Scanner with Camera, Convert to PDF"
343,GEM/2025/B/6530385,"Ultra Drone Y3,Max Done E88,Ae...",8,2025-08-04 11:03,2025-08-14 12:00,Ministry of Defence Department of Military Affairs,"Ultra Drone Y3,Max Done E88,Aerial Drone A17,DG 600C Drone,Analog Drone without Camera,Quadcopter D"
344,GEM/2025/B/6485466,Repair of PTZ Camera (Hi Focus...,1,2025-07-23 11:23,2025-08-14 12:00,Ministry of Defence Department of Military Affairs,Repair of PTZ Camera (Hi Focus)
345,GEM/2025/B/6530982,"Camera for CCTV System (V3),Vi...",69,2025-08-04 12:36,2025-08-14 13:00,Panchayats and Rural Housing Department Gujarat,"Camera for CCTV System (V3),Video Recorder for CCTV System (V2),Video Recorder for CCTV System (V2)"
346,GEM/2025/B/6490506,Video Conferencing Camera / We...,1,2025-07-24 12:23,2025-08-14 13:00,PMO Department of Atomic Energy,Video Conferencing Camera / Web Camera (V2)
347,GEM/2025/B/6503884,"Surveillance Hard disk,Camera ...",39,2025-07-28 13:00,2025-08-14 13:00,Ministry of Coal COAL INDIA LIMITED,"Surveillance Hard disk,Camera for CCTV System (V3),Surveillance Hard disk"
348,GEM/2025/B/6490786,SUPPLY & INSTALLATION OF CCTV ...,1,2025-07-24 14:42,2025-08-14 14:00,Ministry of Steel Steel Authority of India Limited,"SUPPLY & INSTALLATION OF CCTV CAMERA WITH LED MONITOR, UPS AND ACCESSORIES"
349,GEM/2025/B/6333409,Electronic Key Cabinet with RF...,4,2025-07-24 14:33,2025-08-14 14:00,PMO Department of Atomic Energy,"Electronic Key Cabinet with RFID card authorization, with 3.5” touch screen, build-in camera,"
350,GEM/2025/B/6531455,"CP Plus 16 Channel NVR,CP Plus...",1164,2025-08-04 13:17,2025-08-14 14:00,Ministry of Defence Department of Military Affairs,"CP Plus 16 Channel NVR,CP Plus IP Camera,CP Plus Cat 06 Cable,CP Plus 4 CH GIGA Switch,PVC Rack,RJ-"
351,GEM/2025/B/6463367,SITC OF QTY-141 CCTV CAMERAS W...,1,2025-07-17 13:37,2025-08-14 14:00,Ministry of Defence Department of Military Affairs,SITC OF QTY-141 CCTV CAMERAS WITH ACCESSORIES WITH INTEGRATION TO EXISTING CCTV & BUY BACK OF 14CCT
352,GEM/2025/B/6266248,"Interactive Panels with CPU,In...",4,2025-07-16 19:32,2025-08-14 14:00,Ministry of Coal COAL INDIA LIMITED,"Interactive Panels with CPU,Interactive Panels with CPU,Video Conferencing End Point,Video Conferen"
353,GEM/2025/B/6490961,STIC of high-speed offboard ca...,5,2025-07-24 14:35,2025-08-14 15:00,Ministry of Heavy Industries and Public Enterprises Department of Heavy Industry,STIC of high-speed offboard cameras
354,GEM/2025/B/6462566,SITC Indoor Colour IP IR Dome ...,3628,2025-07-24 12:59,2025-08-14 15:00,Ministry of Petroleum and Natural Gas NA,"SITC Indoor Colour IP IR Dome Camera,SITC Indoor Colour IP IR Bullet Camera,SITC Outdoor Colour IP "
355,GEM/2025/B/6485756,"32 ch 8 sata support 4 k NVR,2...",4141,2025-07-26 19:58,2025-08-14 15:00,Ministry of Defence Department of Military Affairs,"32 ch 8 sata support 4 k NVR,2 mp IP hybrid STQC Camera,2 mp IP PTZ STQC Camera,Giga 8 plus 2 poe s"
356,GEM/2025/B/6400625,360 degree camera,1,2025-07-24 09:25,2025-08-14 15:00,Ministry of Science and Technology Department of Science and Technology (DST),360 degree camera
358,GEM/2025/B/6531812,"GO PRO DEBRIEF SYSTEM,UTILITY ...",52,2025-08-04 14:31,2025-08-14 15:00,Ministry of Defence Department of Military Affairs,"GO PRO DEBRIEF SYSTEM,UTILITY TOOL,GO PRO 11 MINI CAMERA,MICRO SD CARD 512 GB,GO PRO CAMERA MOUNT"
359,GEM/2025/B/6530693,Camera with four wing motor,2,2025-08-04 14:04,2025-08-14 15:00,Ministry of Defence Department of Military Affairs,Camera with four wing motor
360,GEM/2025/B/6529544,"IP Bullet Camera,NVR 16 Channe...",428,2025-08-04 14:10,2025-08-14 15:00,Ministry of Defence Department of Military Affairs,"IP Bullet Camera,NVR 16 Channel,POE Switch 16 Port,POE 4 Port Switch,Storage Device 1 TB,Power Cabl"
361,GEM/2025/B/6477087,cuav can pmuAutopilot Power Mo...,135,2025-08-04 14:05,2025-08-14 15:00,Ministry of Defence Department of Military Affairs,"cuav can pmuAutopilot Power Module,M 3 Shockproof Sponge Pad-4pcs.,Skydroid H 16 Remote Control wit"
362,GEM/2025/B/6488035,All-Sky Camera,2,2025-07-24 15:01,2025-08-14 16:00,Ministry of Science and Technology Department of Science and Technology (DST),All-Sky Camera
363,GEM/2025/B/6507067,"Supply, Installation, Test and...",2,2025-08-04 15:12,2025-08-14 16:00,Ministry of Defence Department of Military Affairs,"Supply, Installation, Test and Trials of Two Number high Resolution cameras at Swimming Pool"
364,GEM/2025/B/6532229,"CP PLUS 5MP BULLET CAMERA,8 CH...",508,2025-08-04 15:32,2025-08-14 16:00,Ministry of Defence Department of Military Affairs,"CP PLUS 5MP BULLET CAMERA,8 CHANNEL DVR,8 CHANNEL SMPS,DISPLAY MONITOR 24 INCH,CABLE,INSTALLATION C"
365,GEM/2025/B/6489027,"Interactive Panels with CPU,Vi...",3708,2025-07-24 13:39,2025-08-14 17:00,Revenue & Land Reforms Department Bihar,"Interactive Panels with CPU,Video Conferencing Camera / Web Camera (V2),Speakerphone,Online UPS (V2"
366,GEM/2025/B/6325451,Customized AMC/CMC for Pre-own...,1,2025-07-24 17:20,2025-08-14 18:00,Ministry of Defence Department of Military Affairs,Customized AMC/CMC for Pre-owned Products - COMPREHENSIVE ANNUAL MAINTENANCE CONTRACT OF CCTV SURVI
367,GEM/2025/B/6520749,body worn camera,3,2025-08-04 17:31,2025-08-14 18:00,Ministry of Defence Department of Military Affairs,body worn camera
368,GEM/2025/B/6533316,"Camera for CCTV System (V3),Vi...",37,2025-08-04 18:05,2025-08-14 18:00,Ministry of Home Affairs Central Police Organisation,"Camera for CCTV System (V3),Video Recorder for CCTV System (V2),Layer 2 Access Switch (V2),Surveill"
